"Pan lactal, SIN TACC",legumbres cereales papa pan y pastas,230,4.3,5.2,41.5
Pan negro sin levadura,legumbres cereales papa pan y pastas,228,12.5,3.5,36.7
"Pan para panchos o hamburgue sas, envasado",legumbres cereales papa pan y pastas,252,8.9,3.3,46.7
"Pan paraguayo / galleta paragua ya (bollitos con levadura, harina, grasa o manteca, leche, huevos y anís)",legumbres cereales papa pan y pastas,307,8.3,9.0,48.2
Pan rallado,legumbres cereales papa pan y pastas,371,13.4,5.3,67.5
"Pan rallado, fortificado",legumbres cereales papa pan y pastas,371,13.4,5.3,67.5
"Pan rallado, SIN TACC",legumbres cereales papa pan y pastas,335,3.5,0.9,78.4
Panko (pan rallado japonés),legumbres cereales papa pan y pastas,314,10.7,0.0,67.8
"Papa, croquetas u otro prefor mado de papa rebozado, prefrito, congelado",legumbres cereales papa pan y pastas,176,1.9,8.7,22.5
"Papa, cruda",legumbres cereales papa pan y pastas,79,2.7,0.1,16.9
"Papa, hervida",legumbres cereales papa pan y pastas,81,1.7,0.1,18.2
"Papa, puré instantáneo (polvo)",legumbres cereales papa pan y pastas,335,8.3,0.4,74.6
Papas prefritas congeladas enva sadas,legumbres cereales papa pan y pastas,143,2.2,4.7,22.9
"Pastas secas, SIN TACC, crudas",legumbres cereales papa pan y pastas,322,7.5,2.1,68.3
Pastelitos rellenos de dulce de membrillo o batata (panadería / confitería),legumbres cereales papa pan y pastas,404,4.4,18.4,55.2
Patay,legumbres cereales papa pan y pastas,221,4.6,0.7,49.1
Pionono,legumbres cereales papa pan y pastas,294,6.0,7.0,51.7
