"Masa de pizza, preparada a partir de polvo premezcla, SIN TACC",legumbres cereales papa pan y pastas,248,7.1,3.4,47.2
Masa de prepizza de panadería o envasada,legumbres cereales papa pan y pastas,241,6.9,3.3,45.9
"Masa de tarta o empanada, inte gral",legumbres cereales papa pan y pastas,325,7.0,12.3,46.6
Masa de tarta o empanadas,legumbres cereales papa pan y pastas,337,6.7,13.3,47.6
Masa de tarta o empanadas light,legumbres cereales papa pan y pastas,268,6.7,5.6,47.6
"Masa de tarta, SIN TACC",legumbres cereales papa pan y pastas,283,2.7,9.3,47.0
Masas finas surtidas (panadería / confitería),legumbres cereales papa pan y pastas,431,6.2,15.1,67.6
Masas secas surtidas (panadería / confitería),legumbres cereales papa pan y pastas,547,5.9,32.7,57.2
"Milanesa de arroz, prefrita",legumbres cereales papa pan y pastas,240,3.8,12.1,29.1
"Milanesa de soja, prefrita",legumbres cereales papa pan y pastas,256,12.0,9.2,31.4
"Ñoquis de papa frescos, artesa nal, crudos",legumbres cereales papa pan y pastas,159,5.8,2.6,27.9
"Ñoquis de papa frescos, artesa nal, hervidos",legumbres cereales papa pan y pastas,151,5.5,2.5,26.6
"Ñoquis de papa, envasados, cru dos",legumbres cereales papa pan y pastas,159,5.8,2.6,27.9
"Ñoquis de papa, envasados, her vidos",legumbres cereales papa pan y pastas,151,5.5,2.5,26.6
Ñoquis preparados a partir de polvo premezcla,legumbres cereales papa pan y pastas,139,3.7,1.1,28.5
"Ñoquis preparados a partir de polvo premezcla, SIN TACC",legumbres cereales papa pan y pastas,151,2.8,1.5,31.6
Pan árabe,legumbres cereales papa pan y pastas,261,9.1,1.2,53.5
