Torta de manzana (panadería),legumbres cereales papa pan y pastas,317,3.0,16.1,40.0
Torta de ricotta (panadería),legumbres cereales papa pan y pastas,363,7.0,17.7,44.0
Torta frita,legumbres cereales papa pan y pastas,426,5.1,25.3,44.5
Torta mil hojas,legumbres cereales papa pan y pastas,407,8.2,12.4,65.6
"Tortillas de trigo, envasadas",legumbres cereales papa pan y pastas,288,8.2,8.0,45.9
Tortitas Jachaleras,legumbres cereales papa pan y pastas,484,9.8,22.6,60.4
Tostadas de gluten,legumbres cereales papa pan y pastas,335,20.0,1.1,61.3
Tostadas de mesa,legumbres cereales papa pan y pastas,388,13.0,4.2,74.5
Tostadas integrales,legumbres cereales papa pan y pastas,386,13.0,4.2,74.0
Tostadas light,legumbres cereales papa pan y pastas,361,12.0,1.0,76.0
Tostadas sin sal,legumbres cereales papa pan y pastas,388,13.0,4.2,74.5
"Tostaditas saladas, saborizadas, producto tipo copetín",legumbres cereales papa pan y pastas,474,10.7,18.9,65.5
"Trigo burgol, crudo",legumbres cereales papa pan y pastas,315,12.3,1.3,63.4
"Trigo burgol, hervido",legumbres cereales papa pan y pastas,71,3.1,0.2,14.1
Trigo inflado azucarado,legumbres cereales papa pan y pastas,379,5.7,2.2,84.1
"Trigo, grano entero, crudo",legumbres cereales papa pan y pastas,294,12.4,2.0,56.5
"Trigo, grano entero, hervido",legumbres cereales papa pan y pastas,165,7.0,1.1,31.7
Turrón de maní con oblea tipo go losina,legumbres cereales papa pan y pastas,393,7.9,8.2,71.8
Turrón tipo navideño,legumbres cereales papa pan y pastas,485,13.0,28.1,44.9
Tutuca,legumbres cereales papa pan y pastas,341,6.7,0.7,76.9
