Salchicha de viena light,carnes,140,12.0,9.5,1.6
"Salchicha parrillera, cruda",carnes,296,13.6,25.1,3.8
"Salchicha parrillera, a la parrilla",carnes,405,18.7,34.4,5.2
Salchichón,carnes,243,15.3,19.9,0.7
"Sesos, crudos",carnes,140,10.9,10.3,1.1
"Sesos, hervidos",carnes,147,11.7,10.5,1.5
"Ubre, cruda",carnes,230,15.4,18.7,0.0
"Vacuno, cortes grasos*, PROME DIO, crudo",carnes,210,20.0,14.4,0.0
"Vacuno, cortes grasos*, PROME DIO, hervido",carnes,349,33.4,24.0,0.0
"Vacuno, cortes grasos*, PROME DIO, horno/parrilla",carnes,240,26.1,15.1,0.0
"Vacuno, cortes magros**, PRO MEDIO, crudo",carnes,138,22.2,5.5,0.0
"Vacuno, cortes magros**, PRO MEDIO, hervido",carnes,283,45.2,11.3,0.0
"Vacuno, cortes magros**, PRO MEDIO, horno/parrilla",carnes,198,29.5,8.9,0.0
"Vacuno, cortes semigrasos***, PROMEDIO, crudo",carnes,176,21.3,10.1,0.0
"Vacuno, cortes semigrasos***, PROMEDIO, hervido",carnes,293,35.6,16.8,0.0
