Lomito ahumado,carnes,115,18.7,4.0,1.0
Longaniza,carnes,425,21.7,37.0,1.2
Matambre (fiambre),carnes,176,21.3,10.1,0.0
Milanesa de carne vacuna rebo zada (carnicería),carnes,160,18.9,3.0,14.5
Milanesa de pollo rebozada (po llería / granja),carnes,172,19.8,3.9,14.5
"Milanesa de pollo, prefrita con gelada",carnes,242,14.3,15.0,12.4
"Mollejas, crudas",carnes,232,12.2,20.4,0.0
"Mollejas, a la parrilla",carnes,312,21.9,25.0,0.0
"Mondongo, crudo",carnes,81,12.1,3.7,0.0
"Mondongo, hervido",carnes,91,11.7,4.1,2.0
Morcilla,carnes,374,14.6,34.5,1.3
Mortadela,carnes,306,16.4,25.4,3.1
Nuggets o patitas de pollo,carnes,262,12.0,17.3,14.5
"Osobuco, crudo",carnes,210,20.0,14.4,0.0
"Osobuco, hervido",carnes,349,33.4,24.0,0.0
Paleta (fiambre),carnes,107,18.4,3.3,1.0
Panceta,carnes,389,13.7,37.1,0.0
Pastrón,carnes,141,21.8,5.8,0.4
