"Leche entera fluida, con azúcar, lista para consumir",leche y postres de leche,76,3.2,2.8,9.4
"Leche entera fluida, con CLA, for tificada con vitaminas A y D",leche y postres de leche,56,3.0,2.7,4.8
"Leche entera fluida, con vitaminas A y D",leche y postres de leche,58,3.1,2.9,4.8
"Leche entera fluida, deslactosada, fortificada con vitaminas A y D",leche y postres de leche,58,3.1,2.9,4.8
"Leche entera fluida, fortificada con vitaminas A, D y B9",leche y postres de leche,57,3.2,2.9,4.6
"Leche entera fluida, fortificada con vitaminas A, D, C, B9 y extra calcio",leche y postres de leche,57,3.2,2.9,4.6
"Leche entera fluida, sin fortifica ción",leche y postres de leche,58,3.1,2.9,4.8
"Leche fórmula 012 meses, hi poalergénica, tipo Nutrilón HA, NAN HA, en polvo",leche y postres de leche,490,12.0,26.0,52.0
"Leche fórmula 012 meses, sin lactosa, en polvo",leche y postres de leche,504,10.7,26.3,56.0
"Leche fórmula antireflujo, en pol vo",leche y postres de leche,504,10.9,26.0,56.7
"Leche fórmula etapa 3, en polvo",leche y postres de leche,460,14.2,19.2,57.6
"Leche fórmula etapa 3, fluida",leche y postres de leche,67,2.1,2.8,8.4
"Leche fórmula etapa 3, sin lacto sa, en polvo",leche y postres de leche,496,21.2,26.9,42.3
"Leche fórmula etapa 4, en polvo",leche y postres de leche,436,11.0,18.0,57.5
