Budín industrializado,legumbres cereales papa pan y pastas,379,5.9,16.4,52.0
"Budín industrializado con nueces, tipo navideño",legumbres cereales papa pan y pastas,417,6.1,21.2,50.6
"Capelettis / capelettinis deshidra tados, envasados, crudos",legumbres cereales papa pan y pastas,351,10.9,6.5,62.1
"Capelettis / capelettinis deshidra tados, envasados, hervidos",legumbres cereales papa pan y pastas,135,4.2,2.5,23.9
"Capelettis frescos, artesanal, cru do",legumbres cereales papa pan y pastas,295,13.7,8.0,42.1
"Capelettis frescos, artesanal, her vido",legumbres cereales papa pan y pastas,211,9.8,5.7,30.1
"Cereal desayuno, aritos frutales",legumbres cereales papa pan y pastas,385,6.3,2.3,84.7
"Cereal desayuno, aritos sabor miel",legumbres cereales papa pan y pastas,369,6.6,3.1,78.7
"Cereal desayuno, bolitas de cho colate",legumbres cereales papa pan y pastas,378,3.3,3.5,83.4
"Cereal desayuno, copos azucara dos, fortificados",legumbres cereales papa pan y pastas,401,7.1,0.8,91.4
"Cereal desayuno, copos azucara dos, sin fortificar",legumbres cereales papa pan y pastas,371,4.7,0.5,87.0
"Cereal desayuno, copos de cereal integral (arroz y maíz), fortificados",legumbres cereales papa pan y pastas,352,11.4,2.9,70.1
"Cereal desayuno, copos de maíz sin azúcar, sin fortificar",legumbres cereales papa pan y pastas,401,7.1,0.8,91.4
"Cereal desayuno, salvado de trigo tipo bastoncitos",legumbres cereales papa pan y pastas,259,13.0,3.0,45.0
Cereal infantil para papilla,legumbres cereales papa pan y pastas,365,11.2,0.0,80.0
Cheesecake (panadería / confite ría),legumbres cereales papa pan y pastas,325,5.5,22.5,25.1
Chipá,legumbres cereales papa pan y pastas,371,8.8,12.4,56.0
