"Harina de quinoa, cruda",legumbres cereales papa pan y pastas,304,4.4,1.0,69.4
"Harina de soja, cruda",legumbres cereales papa pan y pastas,338,49.8,8.9,14.63
"Harina de trigo con levadura para pizza, cruda",legumbres cereales papa pan y pastas,360,11.6,2.0,74.0
"Harina de trigo fortificada, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
"Harina de trigo integral, cruda",legumbres cereales papa pan y pastas,308,11.4,3.0,58.8
"Harina de trigo, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
"Harina leudante, cruda",legumbres cereales papa pan y pastas,329,10.3,1.0,69.8
"Lentejas, crudas",legumbres cereales papa pan y pastas,301,20.8,0.8,52.7
"Lentejas, enlatadas",legumbres cereales papa pan y pastas,86,9.0,0.4,11.6
"Lentejas, hervidas",legumbres cereales papa pan y pastas,88,9.0,0.4,12.2
Levadura en polvo,legumbres cereales papa pan y pastas,288,40.4,7.6,14.3
Levadura fresca,legumbres cereales papa pan y pastas,91,8.4,1.9,10.0
Madalenas,legumbres cereales papa pan y pastas,368,5.8,15.6,51.1
Madalenas fortificadas,legumbres cereales papa pan y pastas,364,5.0,13.0,56.7
Madalenas rellenas,legumbres cereales papa pan y pastas,371,5.4,13.5,57.0
"Maíz, grano entero, crudo",legumbres cereales papa pan y pastas,317,9.5,0.9,67.6
"Maíz, grano entero, hervido",legumbres cereales papa pan y pastas,127,3.8,0.4,27.0
"Masa de pizza, preparada a partir de polvo premezcla",legumbres cereales papa pan y pastas,248,7.1,3.4,47.2
