"Pan blanco, tipo molde, lacteado",legumbres cereales papa pan y pastas,244,9.4,2.2,46.7
"Pan cacho (tipo pan casero de campo, sin grasa)",legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
"Pan con grasa (tipo pan ""cordero"")",legumbres cereales papa pan y pastas,329,7.1,15.0,41.5
Pan criollo / semita / tortillas / bollos / harinitas,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
Pan de Centeno,legumbres cereales papa pan y pastas,234,8.5,3.3,42.5
Pan de gluten,legumbres cereales papa pan y pastas,231,12.1,2.2,40.8
Pan de maíz,legumbres cereales papa pan y pastas,265,6.7,7.1,43.5
Pan de miga,legumbres cereales papa pan y pastas,241,7.2,2.1,48.3
Pan de molde con salvado,legumbres cereales papa pan y pastas,225,10.9,2.1,40.7
Pan de molde con salvado sin sal,legumbres cereales papa pan y pastas,263,15.0,4.8,40.0
Pan de salvado,legumbres cereales papa pan y pastas,263,7.7,7.7,40.7
Pan de salvado con semillas,legumbres cereales papa pan y pastas,258,9.9,4.8,43.8
Pan de salvado sin sal (panade ría),legumbres cereales papa pan y pastas,263,7.7,7.7,40.7
Pan de viena,legumbres cereales papa pan y pastas,298,9.8,1.9,60.4
Pan dulce,legumbres cereales papa pan y pastas,358,9.4,11.6,54.1
Pan figacita de manteca,legumbres cereales papa pan y pastas,278,6.8,7.1,46.6
Pan francés o pan casero sin agregado de grasa o aceite,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
Pan francés sin sal,legumbres cereales papa pan y pastas,268,8.4,0.7,57.0
