"Espárrago, crudo",verduras,18,2.2,0.2,1.8
"Espárrago, hervido",verduras,20,2.4,0.2,2.1
"Espinaca, cruda",verduras,21,2.86,0.39,1.43
"Espinaca, hervida",verduras,20,2.97,0.26,1.35
"Habas, cruda",verduras,95,6.7,0.8,15.3
"Habas, hervida",verduras,95,6.7,0.8,15.3
"Hakusai o col china, crudo",verduras,13,1.5,0.2,1.2
"Hinojo, crudo",verduras,24,1.2,0.2,4.2
"Hinojo, hervido",verduras,24,1.2,0.2,4.2
"Hongos, enlatados",verduras,21,1.9,0.3,2.7
"Hongos, frescos, crudos",verduras,24,3.1,0.3,2.3
"Hongos, frescos, rehogados",verduras,25,3.6,0.33,2.24
"Hongos, secos",verduras,303,9.6,1.0,63.9
"Jardinera, enlatada",verduras,67,3.7,0.2,12.5
Jengibre,verduras,77,1.8,0.8,15.8
"Kale, crudo",verduras,26,2.9,1.5,0.3
"Lechuga, cruda",verduras,12,1.2,0.2,1.4
"Mandioca, cruda",verduras,153,1.4,0.3,36.3
"Mandioca, hervida",verduras,153,1.4,0.3,36.3
Medallones de verdura congela dos industrializados,verduras,222,10.0,4.7,35.0
