"Leche semidescremada en polvo, deslactosada",leche y postres de leche,496,21.2,26.9,42.3
Postre de leche bebible infantil,leche y postres de leche,59,2.5,0.5,11.1
Postre de leche listo para consu mir light,leche y postres de leche,93,3.7,1.3,16.5
Postre de leche listo para consu mir tipo Danonino,leche y postres de leche,91,4.7,2.3,13.0
Postre de leche listo para consu mir tipo Serenito,leche y postres de leche,141,3.6,3.8,23.1
Probióticos descremados,leche y postres de leche,39,2.8,0.0,7.0
Probióticos enteros,leche y postres de leche,84,2.7,1.0,16.0
