Rosquete,legumbres cereales papa pan y pastas,342,6.6,9.4,57.7
Rosquita tipo Doughtnut,legumbres cereales papa pan y pastas,363,6.4,24.5,29.2
Rosquita tipo Doughtnut de cho colate,legumbres cereales papa pan y pastas,418,4.5,19.9,55.2
Rosquito de vino (cuyano),legumbres cereales papa pan y pastas,465,5.6,19.1,67.7
Salvado de avena,legumbres cereales papa pan y pastas,336,17.3,7.0,50.8
Salvado de trigo,legumbres cereales papa pan y pastas,171,16.3,5.5,14.0
"Sémola fortificada, cruda",legumbres cereales papa pan y pastas,336,12.7,1.1,68.9
"Sémola fortificada, hervida",legumbres cereales papa pan y pastas,73,2.8,0.2,15.1
"Sémola, cruda",legumbres cereales papa pan y pastas,336,12.7,1.1,68.9
"Sémola, hervida",legumbres cereales papa pan y pastas,71,2.7,0.2,14.7
Soja texturizada,legumbres cereales papa pan y pastas,283,51.5,1.2,16.4
"Soja, porotos, crudos",legumbres cereales papa pan y pastas,413,34.6,19.9,23.8
"Soja, porotos, hervidos",legumbres cereales papa pan y pastas,163,18.2,9.0,2.4
"Sushi, PROMEDIO",legumbres cereales papa pan y pastas,87,2.9,0.7,17.4
"Tapas para lasagna, pasta seca",legumbres cereales papa pan y pastas,352,13.0,1.5,71.5
"Tapioca (almidón de mandioca), crudo",legumbres cereales papa pan y pastas,352,0.2,0.0,87.8
Tofu,legumbres cereales papa pan y pastas,149,17.3,8.7,0.5
Torta de coco (panadería),legumbres cereales papa pan y pastas,507,6.5,30.9,50.9
