Chipá preparado a partir de polvo premezcla,legumbres cereales papa pan y pastas,316,5.5,12.1,46.1
"Chipaco o pan con chicharrón, comprado",legumbres cereales papa pan y pastas,340,7.9,16.1,41.0
"Choclo, crudo",legumbres cereales papa pan y pastas,97,3.7,1.2,17.8
"Choclo, enlatado cremoso",legumbres cereales papa pan y pastas,80,1.7,0.4,17.4
"Choclo, enlatado en grano",legumbres cereales papa pan y pastas,67,2.2,1.4,11.3
"Choclo, hervido",legumbres cereales papa pan y pastas,100,3.1,0.7,20.2
Churros,legumbres cereales papa pan y pastas,354,4.6,20.0,38.8
Coquitos (panadería),legumbres cereales papa pan y pastas,440,3.0,22.6,56.1
"Cous Cous, cocido",legumbres cereales papa pan y pastas,104,3.8,0.2,21.8
"Cous Cous, crudo",legumbres cereales papa pan y pastas,347,12.8,0.6,72.4
Cucurucho / cubanito,legumbres cereales papa pan y pastas,399,8.1,6.9,76.0
Empanaditas chinas (restaurant),legumbres cereales papa pan y pastas,270,9.4,14.3,25.8
Facturas rellenas,legumbres cereales papa pan y pastas,339,7.2,16.9,47.1
Facturas simples,legumbres cereales papa pan y pastas,395,8.2,21.0,43.2
"Fideos de arroz, SIN TACC, crudos",legumbres cereales papa pan y pastas,168,3.2,1.0,36.7
"Fideos de arroz, SIN TACC, hervi dos",legumbres cereales papa pan y pastas,65,1.2,0.4,14.1
"Fideos frescos, al huevo, crudos",legumbres cereales papa pan y pastas,285,11.3,2.3,54.7
