Galletitas integrales sin sal,legumbres cereales papa pan y pastas,411,10.6,15.8,56.5
Galletitas tipo copetín,legumbres cereales papa pan y pastas,500,6.6,26.4,59.0
Galletitas tipo talitas o fajitas,legumbres cereales papa pan y pastas,438,12.2,11.6,71.3
"Garbanzos, crudos",legumbres cereales papa pan y pastas,339,20.5,6.0,50.8
"Garbanzos, enlatados",legumbres cereales papa pan y pastas,117,7.0,2.5,16.6
"Garbanzos, hervidos",legumbres cereales papa pan y pastas,138,8.9,2.6,19.8
Gérmen de trigo,legumbres cereales papa pan y pastas,334,23.2,9.7,38.6
Granola,legumbres cereales papa pan y pastas,453,13.7,24.3,45.0
Grisines,legumbres cereales papa pan y pastas,380,10.9,5.0,72.9
Grisines sin sal,legumbres cereales papa pan y pastas,380,10.9,5.0,72.9
Hamburguesa de soja congelada,legumbres cereales papa pan y pastas,157,15.7,6.3,9.4
Harina de algarrobo,legumbres cereales papa pan y pastas,221,4.6,0.7,49.1
"Harina de arroz, cruda",legumbres cereales papa pan y pastas,348,6.0,1.4,77.7
"Harina de cebada, cruda",legumbres cereales papa pan y pastas,328,10.2,1.7,68.0
"Harina de centeno, cruda",legumbres cereales papa pan y pastas,333,8.9,0.9,72.2
Harina de chía,legumbres cereales papa pan y pastas,374,16.5,30.7,7.7
"Harina de garbanzos, cruda",legumbres cereales papa pan y pastas,338,22.4,6.7,47.0
"Harina de maíz, cruda",legumbres cereales papa pan y pastas,307,9.1,1.39,64.5
"Harina de maíz, hervida",legumbres cereales papa pan y pastas,108,3.0,0.4,21.5
