Galletas de arroz sin sal,legumbres cereales papa pan y pastas,367,8.2,2.8,77.3
Galletitas de agua con girasol alto oleico,legumbres cereales papa pan y pastas,438,12.2,11.6,71.3
Galletitas de agua con grasa va cuna,legumbres cereales papa pan y pastas,451,12.2,13.0,71.3
Galletitas de agua light,legumbres cereales papa pan y pastas,438,12.2,11.6,71.3
Galletitas de agua sin sal,legumbres cereales papa pan y pastas,438,12.2,11.6,71.3
Galletitas de agua sin sal con chía y lino,legumbres cereales papa pan y pastas,435,12.2,11.6,70.6
"Galletitas de agua, PROMEDIO",legumbres cereales papa pan y pastas,438,12.2,11.6,71.3
Galletitas de salvado o integrales,legumbres cereales papa pan y pastas,411,10.6,15.8,56.5
Galletitas dulces con centro de membrillo o similar (tipo Pepas),legumbres cereales papa pan y pastas,473,5.9,17.3,73.3
Galletitas dulces con chips de chocolate,legumbres cereales papa pan y pastas,480,6.0,22.0,64.5
Galletitas dulces de almidón de maíz (tapita de alfajor),legumbres cereales papa pan y pastas,450,8.5,13.8,73.0
Galletitas dulces hojaldradas,legumbres cereales papa pan y pastas,414,5.0,22.0,48.9
Galletitas dulces obleas,legumbres cereales papa pan y pastas,480,4.5,20.0,70.6
Galletitas dulces rellenas,legumbres cereales papa pan y pastas,473,4.9,19.6,69.4
Galletitas dulces rellenas bañadas en chocolate,legumbres cereales papa pan y pastas,520,6.8,25.0,67.0
Galletitas dulces simples,legumbres cereales papa pan y pastas,450,8.5,13.8,73.0
Galletitas dulces tipo Frutigran,legumbres cereales papa pan y pastas,423,7.8,16.0,62.0
"Galletitas dulces, SIN TACC",legumbres cereales papa pan y pastas,458,3.0,17.0,73.3
