"Tomate, hervido",verduras,18,1.0,0.11,3.3
"Tomate, puré de tomate",verduras,37,1.7,0.2,7.1
"Tomate, puré de tomate, hervido",verduras,42,1.9,0.2,8.0
"Tomates cherry, crudos",verduras,23,1.1,0.5,3.6
"Verdolaga, cruda",verduras,19,2.0,0.4,1.8
"Verdolaga, hervida",verduras,17,2.0,0.4,1.3
"Zanahoria, cruda",verduras,43,1.1,0.2,9.2
"Zanahoria, hervida",verduras,26,0.8,0.2,5.2
"Zapallito, crudo",verduras,15,0.8,0.3,2.1
"Zapallito, hervido",verduras,15,1.1,0.4,1.7
"Zapallo, crudo",verduras,36,1.0,0.1,7.8
"Zapallo, hervido",verduras,28,0.7,0.1,6.2
"Zucchini, crudo",verduras,16,1.2,0.3,2.1
"Zucchini, hervido",verduras,16,1.2,0.3,2.1
